gap_id,previous_timestamp,next_timestamp,delta_hours,missing_hourly_slot_count,first_missing_timestamp,last_missing_timestamp,previous_weekday,next_weekday,scope,structural_pattern,evidence_status,final_adjudication,notes_code
FCG0130,2026-07-03T19:00:00,2026-07-06T01:00:00,54,53,2026-07-03T20:00:00,2026-07-06T00:00:00,FRIDAY,MONDAY,CONTRACTED_RIGHT_BUFFER,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0131,2026-07-06T23:00:00,2026-07-07T01:00:00,2,1,2026-07-07T00:00:00,2026-07-07T00:00:00,MONDAY,TUESDAY,CONTRACTED_RIGHT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0132,2026-07-07T23:00:00,2026-07-08T01:00:00,2,1,2026-07-08T00:00:00,2026-07-08T00:00:00,TUESDAY,WEDNESDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0133,2026-07-08T23:00:00,2026-07-09T01:00:00,2,1,2026-07-09T00:00:00,2026-07-09T00:00:00,WEDNESDAY,THURSDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0134,2026-07-09T23:00:00,2026-07-10T01:00:00,2,1,2026-07-10T00:00:00,2026-07-10T00:00:00,THURSDAY,FRIDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0135,2026-07-10T23:00:00,2026-07-13T01:00:00,50,49,2026-07-11T00:00:00,2026-07-13T00:00:00,FRIDAY,MONDAY,SURPLUS_POST_CONTRACT_BUFFER,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0136,2026-07-13T23:00:00,2026-07-14T01:00:00,2,1,2026-07-14T00:00:00,2026-07-14T00:00:00,MONDAY,TUESDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0137,2026-07-14T23:00:00,2026-07-15T01:00:00,2,1,2026-07-15T00:00:00,2026-07-15T00:00:00,TUESDAY,WEDNESDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0138,2026-07-15T23:00:00,2026-07-16T01:00:00,2,1,2026-07-16T00:00:00,2026-07-16T00:00:00,WEDNESDAY,THURSDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0139,2026-07-16T23:00:00,2026-07-17T01:00:00,2,1,2026-07-17T00:00:00,2026-07-17T00:00:00,THURSDAY,FRIDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0140,2026-07-17T23:00:00,2026-07-20T01:00:00,50,49,2026-07-18T00:00:00,2026-07-20T00:00:00,FRIDAY,MONDAY,SURPLUS_POST_CONTRACT_BUFFER,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0141,2026-07-20T23:00:00,2026-07-21T01:00:00,2,1,2026-07-21T00:00:00,2026-07-21T00:00:00,MONDAY,TUESDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0142,2026-07-21T23:00:00,2026-07-22T01:00:00,2,1,2026-07-22T00:00:00,2026-07-22T00:00:00,TUESDAY,WEDNESDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0143,2026-07-22T23:00:00,2026-07-23T01:00:00,2,1,2026-07-23T00:00:00,2026-07-23T00:00:00,WEDNESDAY,THURSDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0144,2026-07-23T23:00:00,2026-07-24T01:00:00,2,1,2026-07-24T00:00:00,2026-07-24T00:00:00,THURSDAY,FRIDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0145,2026-07-24T23:00:00,2026-07-27T01:00:00,50,49,2026-07-25T00:00:00,2026-07-27T00:00:00,FRIDAY,MONDAY,SURPLUS_POST_CONTRACT_BUFFER,WEEKEND_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0146,2026-07-27T23:00:00,2026-07-28T01:00:00,2,1,2026-07-28T00:00:00,2026-07-28T00:00:00,MONDAY,TUESDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0147,2026-07-28T23:00:00,2026-07-29T01:00:00,2,1,2026-07-29T00:00:00,2026-07-29T00:00:00,TUESDAY,WEDNESDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
FCG0148,2026-07-29T23:00:00,2026-07-30T01:00:00,2,1,2026-07-30T00:00:00,2026-07-30T00:00:00,WEDNESDAY,THURSDAY,SURPLUS_POST_CONTRACT_BUFFER,DAILY_BREAK_PATTERN,NO_EXACT_EFFECTIVE_HISTORICAL_COVERAGE,UNVERIFIED_GAP,CURRENT_HASH_BOUND_SESSION_EVIDENCE_NOT_DATED_HISTORICAL_PROOF
