time,open,high,low,close
2026.03.09 05:00:00,5094.56,5102.21,5081.74,5091.14
2026.03.09 06:00:00,5091.15,5097.10,5085.19,5090.07
2026.03.09 07:00:00,5090.08,5140.39,5081.02,5124.21
2026.03.09 08:00:00,5124.06,5133.92,5096.82,5097.77
2026.03.09 09:00:00,5097.81,5107.71,5088.44,5099.08
2026.03.09 10:00:00,5099.05,5110.91,5086.94,5096.49
2026.03.09 11:00:00,5096.51,5132.58,5094.93,5105.17
2026.03.09 12:00:00,5105.16,5111.11,5083.38,5087.14
2026.03.09 13:00:00,5087.15,5097.26,5079.68,5087.95
2026.03.09 14:00:00,5088.08,5112.08,5088.08,5094.95
2026.03.09 15:00:00,5094.97,5111.22,5067.28,5074.11
2026.03.09 16:00:00,5074.10,5116.03,5060.71,5093.77
2026.03.09 17:00:00,5093.77,5103.42,5079.47,5099.58
2026.03.09 18:00:00,5099.68,5110.69,5094.71,5104.60
2026.03.09 19:00:00,5104.61,5106.72,5089.05,5096.03
2026.03.09 20:00:00,5096.02,5126.40,5092.45,5123.25
2026.03.09 21:00:00,5123.26,5144.11,5118.45,5141.01
2026.03.09 22:00:00,5140.98,5148.00,5134.21,5136.66
2026.03.10 00:00:00,5140.47,5153.11,5117.63,5152.92
